customer_id,order_date,order_value,segment
C03888,2025-06-14,49.32,retail
W010,2025-06-14,259.94,wholesale
W028,2025-06-14,250.04,wholesale
W028,2025-06-14,176.69,wholesale
C00224,2025-06-15,34.48,retail
C00488,2025-06-15,34.24,retail
C00569,2025-06-15,58.85,retail
C00597,2025-06-15,28.51,retail
C00618,2025-06-15,30.57,retail
C00731,2025-06-15,20.56,retail
C00839,2025-06-15,60.47,retail
C01166,2025-06-15,26.73,retail
C01263,2025-06-15,62.99,retail
C01334,2025-06-15,70.5,retail
C01698,2025-06-15,22.55,retail
C01795,2025-06-15,35.7,retail
C01893,2025-06-15,31.94,retail
C02003,2025-06-15,47.97,retail
C02596,2025-06-15,25.72,retail
C02992,2025-06-15,10.89,retail
C03296,2025-06-15,25.51,retail
C03397,2025-06-15,24.0,retail
C03441,2025-06-15,42.59,retail
C03452,2025-06-15,36.48,retail
C03582,2025-06-15,31.71,retail
C03989,2025-06-15,41.81,retail
C00317,2025-06-16,67.5,retail
C00612,2025-06-16,23.43,retail
C00772,2025-06-16,26.19,retail
C01229,2025-06-16,64.39,retail
C01393,2025-06-16,17.83,retail
C01438,2025-06-16,33.91,retail
C01948,2025-06-16,33.72,retail
C02513,2025-06-16,24.42,retail
C03030,2025-06-16,43.02,retail
C03629,2025-06-16,60.97,retail
C03735,2025-06-16,20.94,retail
W010,2025-06-16,130.93,wholesale
W018,2025-06-16,237.27,wholesale
W020,2025-06-16,138.87,wholesale
C00217,2025-06-17,47.45,retail
C00288,2025-06-17,15.51,retail
C00874,2025-06-17,25.24,retail
C00900,2025-06-17,68.57,retail
C01516,2025-06-17,15.64,retail
C01961,2025-06-17,29.88,retail
C02053,2025-06-17,23.73,retail
C02078,2025-06-17,18.93,retail
C03025,2025-06-17,46.29,retail
C03040,2025-06-17,19.15,retail
C03556,2025-06-17,33.28,retail
C03602,2025-06-17,9.46,retail
C00998,2025-06-18,100.52,retail
C01049,2025-06-18,23.89,retail
C01311,2025-06-18,46.68,retail
C01701,2025-06-18,63.8,retail
C01995,2025-06-18,40.97,retail
C02296,2025-06-18,23.98,retail
C02447,2025-06-18,23.34,retail
C02456,2025-06-18,23.62,retail
C03838,2025-06-18,37.68,retail
W003,2025-06-18,173.36,wholesale
W010,2025-06-18,398.82,wholesale
C00553,2025-06-19,64.69,retail
C01072,2025-06-19,22.63,retail
C02126,2025-06-19,30.04,retail
C02549,2025-06-19,56.02,retail
C02887,2025-06-19,35.42,retail
C03429,2025-06-19,25.19,retail
C03644,2025-06-19,59.92,retail
W014,2025-06-19,165.45,wholesale
C00134,2025-06-20,14.98,retail
C00239,2025-06-20,21.83,retail
C00489,2025-06-20,54.53,retail
C00629,2025-06-20,63.81,retail
C01266,2025-06-20,58.22,retail
C02297,2025-06-20,74.35,retail
C02463,2025-06-20,27.4,retail
C02972,2025-06-20,29.91,retail
C03202,2025-06-20,30.56,retail
C03433,2025-06-20,37.53,retail
C03434,2025-06-20,55.51,retail
C03561,2025-06-20,60.92,retail
W011,2025-06-20,265.59,wholesale
C00061,2025-06-21,32.98,retail
C00136,2025-06-21,48.86,retail
C00330,2025-06-21,33.69,retail
C00631,2025-06-21,15.14,retail
C00713,2025-06-21,14.56,retail
C00872,2025-06-21,73.66,retail
C01873,2025-06-21,19.95,retail
C02304,2025-06-21,14.6,retail
C03421,2025-06-21,66.27,retail
W028,2025-06-21,110.7,wholesale
C00328,2025-06-22,28.02,retail
C00628,2025-06-22,24.98,retail
C00666,2025-06-22,28.69,retail
C01412,2025-06-22,89.14,retail
C01492,2025-06-22,39.59,retail
C01805,2025-06-22,39.99,retail
C01923,2025-06-22,20.41,retail
C02158,2025-06-22,67.76,retail
C02498,2025-06-22,42.47,retail
C02554,2025-06-22,66.51,retail
C03028,2025-06-22,32.45,retail
C03054,2025-06-22,49.45,retail
C03455,2025-06-22,43.01,retail
C03663,2025-06-22,30.01,retail
C03763,2025-06-22,18.21,retail
C03868,2025-06-22,67.44,retail
C00573,2025-06-23,53.9,retail
C01272,2025-06-23,69.99,retail
C01493,2025-06-23,21.4,retail
C01676,2025-06-23,10.07,retail
C02292,2025-06-23,18.83,retail
C02832,2025-06-23,19.81,retail
C02891,2025-06-23,30.27,retail
C03312,2025-06-23,23.03,retail
C03624,2025-06-23,36.24,retail
C03655,2025-06-23,45.29,retail
C03806,2025-06-23,35.23,retail
C03833,2025-06-23,40.68,retail
W018,2025-06-23,180.28,wholesale
W020,2025-06-23,290.13,wholesale
C00003,2025-06-24,37.65,retail
C00087,2025-06-24,32.13,retail
C00189,2025-06-24,34.05,retail
C00303,2025-06-24,14.92,retail
C01192,2025-06-24,27.22,retail
C01194,2025-06-24,24.47,retail
C01783,2025-06-24,33.26,retail
C01933,2025-06-24,41.28,retail
C02077,2025-06-24,34.82,retail
C02216,2025-06-24,49.28,retail
C01740,2025-06-25,41.2,retail
C02169,2025-06-25,23.83,retail
C02249,2025-06-25,72.32,retail
C03216,2025-06-25,55.45,retail
C03440,2025-06-25,13.17,retail
W018,2025-06-25,197.49,wholesale
C00634,2025-06-26,65.81,retail
C01143,2025-06-26,17.68,retail
C01580,2025-06-26,45.0,retail
C01690,2025-06-26,15.67,retail
C01821,2025-06-26,43.51,retail
C02323,2025-06-26,39.72,retail
C02751,2025-06-26,37.92,retail
C02994,2025-06-26,25.57,retail
C00357,2025-06-27,48.65,retail
C00388,2025-06-27,33.18,retail
C00399,2025-06-27,62.45,retail
C00897,2025-06-27,37.52,retail
C01013,2025-06-27,15.75,retail
C01157,2025-06-27,24.61,retail
C01228,2025-06-27,69.51,retail
C01338,2025-06-27,29.59,retail
C01688,2025-06-27,51.73,retail
C02429,2025-06-27,24.94,retail
C03039,2025-06-27,29.78,retail
C03043,2025-06-27,22.83,retail
C03209,2025-06-27,44.6,retail
C03595,2025-06-27,39.0,retail
C03943,2025-06-27,20.68,retail
W014,2025-06-27,357.69,wholesale
W023,2025-06-27,334.59,wholesale
W028,2025-06-27,419.79,wholesale
C00740,2025-06-28,36.43,retail
C00745,2025-06-28,30.48,retail
C00822,2025-06-28,115.46,retail
C01004,2025-06-28,10.88,retail
C01227,2025-06-28,30.72,retail
C01423,2025-06-28,33.19,retail
C01870,2025-06-28,22.17,retail
C01935,2025-06-28,30.82,retail
C02034,2025-06-28,41.16,retail
C02075,2025-06-28,30.19,retail
C02112,2025-06-28,35.55,retail
C02250,2025-06-28,31.02,retail
C02486,2025-06-28,61.87,retail
C02699,2025-06-28,27.93,retail
C03152,2025-06-28,20.38,retail
C03351,2025-06-28,20.95,retail
W011,2025-06-28,218.35,wholesale
C00058,2025-07-01,163.21,retail
C00247,2025-07-01,70.42,retail
C00407,2025-07-01,85.29,retail
C00506,2025-07-01,19.77,retail
C00573,2025-07-01,44.26,retail
C00999,2025-07-01,77.45,retail
C01101,2025-07-01,23.69,retail
C01219,2025-07-01,24.8,retail
C01227,2025-07-01,52.25,retail
C01493,2025-07-01,24.19,retail
C01580,2025-07-01,30.96,retail
C01688,2025-07-01,59.17,retail
C01823,2025-07-01,96.83,retail
C01930,2025-07-01,20.57,retail
C01977,2025-07-01,25.04,retail
C02138,2025-07-01,17.79,retail
C02169,2025-07-01,14.32,retail
C02396,2025-07-01,16.82,retail
C02616,2025-07-01,22.2,retail
C02863,2025-07-01,13.53,retail
C02891,2025-07-01,22.67,retail
C03063,2025-07-01,17.54,retail
C03086,2025-07-01,82.6,retail
C03148,2025-07-01,30.47,retail
C03302,2025-07-01,9.43,retail
C03414,2025-07-01,84.18,retail
W028,2025-07-01,385.57,wholesale
C00554,2025-07-02,34.75,retail
C00570,2025-07-02,48.41,retail
C01142,2025-07-02,16.72,retail
C01343,2025-07-02,95.98,retail
C01418,2025-07-02,20.71,retail
C01612,2025-07-02,35.33,retail
C01873,2025-07-02,23.66,retail
C01984,2025-07-02,37.37,retail
C02254,2025-07-02,86.04,retail
C02565,2025-07-02,99.2,retail
C02979,2025-07-02,36.15,retail
C03029,2025-07-02,17.42,retail
C03040,2025-07-02,35.12,retail
C03169,2025-07-02,101.86,retail
C03199,2025-07-02,53.19,retail
C03421,2025-07-02,24.6,retail
C03544,2025-07-02,60.38,retail
C03602,2025-07-02,32.43,retail
C03863,2025-07-02,34.49,retail
C03921,2025-07-02,66.99,retail
W011,2025-07-02,165.41,wholesale
W027,2025-07-02,222.59,wholesale
C00272,2025-07-03,23.73,retail
C00306,2025-07-03,44.53,retail
C00365,2025-07-03,26.47,retail
C00401,2025-07-03,45.0,retail
C00478,2025-07-03,49.67,retail
C00547,2025-07-03,34.75,retail
C01338,2025-07-03,73.47,retail
C01809,2025-07-03,20.09,retail
C01870,2025-07-03,23.57,retail
C02077,2025-07-03,39.69,retail
C02139,2025-07-03,29.35,retail
C02225,2025-07-03,31.85,retail
C02407,2025-07-03,40.4,retail
C02474,2025-07-03,20.47,retail
C02607,2025-07-03,22.37,retail
C03441,2025-07-03,41.38,retail
C03561,2025-07-03,59.87,retail
C03833,2025-07-03,29.18,retail
C03844,2025-07-03,22.79,retail
W005,2025-07-03,288.82,wholesale
W007,2025-07-03,325.42,wholesale
W010,2025-07-03,394.17,wholesale
W028,2025-07-03,210.05,wholesale
C00038,2025-07-04,12.52,retail
C00179,2025-07-04,53.37,retail
C00212,2025-07-04,26.78,retail
C00277,2025-07-04,99.74,retail
C00897,2025-07-04,30.87,retail
C00988,2025-07-04,26.46,retail
C01651,2025-07-04,46.85,retail
C02217,2025-07-04,41.59,retail
C02250,2025-07-04,24.39,retail
C02440,2025-07-04,27.15,retail
C02535,2025-07-04,53.25,retail
C02552,2025-07-04,22.56,retail
C02704,2025-07-04,53.74,retail
C02838,2025-07-04,29.65,retail
C02939,2025-07-04,35.6,retail
C03209,2025-07-04,27.56,retail
C03289,2025-07-04,27.56,retail
C03309,2025-07-04,21.39,retail
C03449,2025-07-04,24.17,retail
C03680,2025-07-04,49.06,retail
C03804,2025-07-04,80.58,retail
C03838,2025-07-04,32.38,retail
C03986,2025-07-04,45.34,retail
W000,2025-07-04,197.25,wholesale
W010,2025-07-04,199.3,wholesale
W012,2025-07-04,249.37,wholesale
C00066,2025-07-05,21.21,retail
C00211,2025-07-05,42.79,retail
C00224,2025-07-05,32.04,retail
C00328,2025-07-05,23.04,retail
C00484,2025-07-05,45.82,retail
C00489,2025-07-05,23.05,retail
C00618,2025-07-05,35.69,retail
C00832,2025-07-05,11.13,retail
C00950,2025-07-05,34.79,retail
C01339,2025-07-05,41.21,retail
C01344,2025-07-05,14.49,retail
C01644,2025-07-05,22.57,retail
C02078,2025-07-05,43.31,retail
C02127,2025-07-05,16.54,retail
C02180,2025-07-05,46.47,retail
C02786,2025-07-05,97.94,retail
C02944,2025-07-05,33.17,retail
C02948,2025-07-05,40.9,retail
C03272,2025-07-05,20.31,retail
C03383,2025-07-05,51.27,retail
C03594,2025-07-05,25.23,retail
C03636,2025-07-05,54.7,retail
C03636,2025-07-05,33.89,retail
C03744,2025-07-05,76.81,retail
C03974,2025-07-05,17.91,retail
W011,2025-07-05,169.76,wholesale
W012,2025-07-05,191.63,wholesale
W019,2025-07-05,182.86,wholesale
C00134,2025-07-06,14.37,retail
C00156,2025-07-06,53.46,retail
C00181,2025-07-06,60.91,retail
C00232,2025-07-06,16.74,retail
C00521,2025-07-06,22.75,retail
C00525,2025-07-06,38.86,retail
C00822,2025-07-06,45.09,retail
C01005,2025-07-06,23.95,retail
C01196,2025-07-06,54.97,retail
C01227,2025-07-06,88.02,retail
C01394,2025-07-06,48.0,retail
C01540,2025-07-06,91.52,retail
C01748,2025-07-06,23.84,retail
C01958,2025-07-06,14.56,retail
C02281,2025-07-06,39.41,retail
C02609,2025-07-06,93.74,retail
C02721,2025-07-06,50.22,retail
C02923,2025-07-06,43.12,retail
C03397,2025-07-06,12.98,retail
C03421,2025-07-06,41.17,retail
C03477,2025-07-06,24.29,retail
C03537,2025-07-06,26.91,retail
C03540,2025-07-06,73.6,retail
W013,2025-07-06,644.04,wholesale
C00245,2025-07-07,13.14,retail
C00433,2025-07-07,38.57,retail
C00533,2025-07-07,17.05,retail
C00592,2025-07-07,76.41,retail
C00623,2025-07-07,44.97,retail
C01211,2025-07-07,35.87,retail
C01413,2025-07-07,21.48,retail
C01718,2025-07-07,42.74,retail
C01953,2025-07-07,17.64,retail
C01984,2025-07-07,37.39,retail
C01995,2025-07-07,21.63,retail
C02310,2025-07-07,28.73,retail
C02461,2025-07-07,32.58,retail
C02968,2025-07-07,22.97,retail
C03104,2025-07-07,24.51,retail
C03116,2025-07-07,22.03,retail
C03242,2025-07-07,31.81,retail
C03288,2025-07-07,61.36,retail
C03582,2025-07-07,65.78,retail
C03700,2025-07-07,16.79,retail
C03942,2025-07-07,30.43,retail
W000,2025-07-07,145.17,wholesale
C00003,2025-07-08,37.99,retail
C00080,2025-07-08,44.59,retail
C00135,2025-07-08,82.82,retail
C00434,2025-07-08,25.84,retail
C00505,2025-07-08,14.42,retail
C00839,2025-07-08,25.54,retail
C01841,2025-07-08,59.58,retail
C02057,2025-07-08,16.45,retail
C02297,2025-07-08,30.36,retail
C02542,2025-07-08,99.03,retail
C02581,2025-07-08,26.3,retail
C02694,2025-07-08,90.08,retail
C03000,2025-07-08,82.59,retail
C03039,2025-07-08,50.78,retail
C03059,2025-07-08,26.83,retail
C03101,2025-07-08,81.05,retail
C03531,2025-07-08,120.38,retail
C03595,2025-07-08,48.64,retail
C03639,2025-07-08,27.05,retail
C03984,2025-07-08,70.62,retail
W019,2025-07-08,159.14,wholesale
W023,2025-07-08,231.88,wholesale
W028,2025-07-08,219.5,wholesale
C00087,2025-07-09,18.53,retail
C00101,2025-07-09,12.1,retail
C00548,2025-07-09,25.49,retail
C00595,2025-07-09,50.53,retail
C00611,2025-07-09,32.16,retail
C00618,2025-07-09,83.71,retail
C00730,2025-07-09,43.46,retail
C00842,2025-07-09,30.23,retail
C00875,2025-07-09,30.51,retail
C00917,2025-07-09,34.71,retail
C01091,2025-07-09,45.54,retail
C01642,2025-07-09,39.8,retail
C01853,2025-07-09,25.14,retail
C02034,2025-07-09,8.7,retail
C02171,2025-07-09,40.04,retail
C02249,2025-07-09,43.7,retail
C02679,2025-07-09,55.31,retail
C02755,2025-07-09,63.82,retail
C02902,2025-07-09,17.55,retail
C03202,2025-07-09,36.15,retail
C03550,2025-07-09,60.98,retail
C03742,2025-07-09,32.39,retail
C03849,2025-07-09,38.5,retail
W001,2025-07-09,190.78,wholesale
W007,2025-07-09,104.19,wholesale
W022,2025-07-09,346.76,wholesale
C00120,2025-07-10,39.11,retail
C00200,2025-07-10,36.35,retail
C00365,2025-07-10,19.14,retail
C00388,2025-07-10,19.58,retail
C00391,2025-07-10,60.02,retail
C00529,2025-07-10,56.41,retail
C01045,2025-07-10,17.07,retail
C01304,2025-07-10,36.39,retail
C01499,2025-07-10,18.04,retail
C01821,2025-07-10,43.57,retail
C01871,2025-07-10,53.72,retail
C02004,2025-07-10,19.94,retail
C02156,2025-07-10,23.34,retail
C02775,2025-07-10,29.78,retail
C02794,2025-07-10,13.83,retail
C02925,2025-07-10,87.88,retail
C03067,2025-07-10,58.95,retail
W017,2025-07-10,394.22,wholesale
W018,2025-07-10,276.71,wholesale
W027,2025-07-10,162.62,wholesale
W027,2025-07-10,432.32,wholesale
C00106,2025-07-11,61.15,retail
C00136,2025-07-11,81.65,retail
C00144,2025-07-11,12.93,retail
C00189,2025-07-11,28.59,retail
C00337,2025-07-11,15.51,retail
C00402,2025-07-11,66.73,retail
C00469,2025-07-11,33.02,retail
C00488,2025-07-11,23.71,retail
C00555,2025-07-11,26.82,retail
C00571,2025-07-11,37.5,retail
C00628,2025-07-11,67.48,retail
C00753,2025-07-11,39.01,retail
C01124,2025-07-11,53.67,retail
C01263,2025-07-11,40.91,retail
C01278,2025-07-11,17.98,retail
C01575,2025-07-11,23.79,retail
C01624,2025-07-11,166.97,retail
C01757,2025-07-11,35.12,retail
C01768,2025-07-11,8.35,retail
C02296,2025-07-11,45.89,retail
C02702,2025-07-11,19.43,retail
C02800,2025-07-11,52.45,retail
C02800,2025-07-11,16.36,retail
C02884,2025-07-11,11.36,retail
C03550,2025-07-11,26.19,retail
C03734,2025-07-11,42.77,retail
C03810,2025-07-11,65.73,retail
W003,2025-07-11,80.11,wholesale
C00024,2025-07-12,29.63,retail
C00029,2025-07-12,39.76,retail
C00065,2025-07-12,31.43,retail
C00449,2025-07-12,19.34,retail
C00826,2025-07-12,32.31,retail
C00888,2025-07-12,53.18,retail
C00956,2025-07-12,43.49,retail
C01036,2025-07-12,36.33,retail
C01338,2025-07-12,25.63,retail
C01423,2025-07-12,23.58,retail
C01423,2025-07-12,26.13,retail
C01522,2025-07-12,64.72,retail
C01681,2025-07-12,115.46,retail
C01706,2025-07-12,26.22,retail
C01833,2025-07-12,15.35,retail
C01885,2025-07-12,54.21,retail
C01935,2025-07-12,17.37,retail
C02189,2025-07-12,17.13,retail
C02434,2025-07-12,28.43,retail
C02508,2025-07-12,65.49,retail
C02740,2025-07-12,29.64,retail
C02813,2025-07-12,29.62,retail
C02832,2025-07-12,70.36,retail
C03025,2025-07-12,50.81,retail
C03036,2025-07-12,29.12,retail
C03043,2025-07-12,22.54,retail
C03046,2025-07-12,22.94,retail
C03189,2025-07-12,35.07,retail
C03297,2025-07-12,19.74,retail
C03305,2025-07-12,21.08,retail
C03373,2025-07-12,38.97,retail
C03778,2025-07-12,25.19,retail
C03843,2025-07-12,63.83,retail
W005,2025-07-12,406.34,wholesale
W023,2025-07-12,251.0,wholesale
C00356,2025-07-13,18.52,retail
C00464,2025-07-13,71.52,retail
C00489,2025-07-13,64.93,retail
C00529,2025-07-13,23.99,retail
C00658,2025-07-13,30.26,retail
C00908,2025-07-13,7.21,retail
C00997,2025-07-13,41.73,retail
C01008,2025-07-13,29.69,retail
C01070,2025-07-13,18.98,retail
C01154,2025-07-13,24.95,retail
C01258,2025-07-13,44.33,retail
C01363,2025-07-13,12.75,retail
C01375,2025-07-13,43.37,retail
C01447,2025-07-13,64.06,retail
C01562,2025-07-13,57.35,retail
C01672,2025-07-13,64.78,retail
C01878,2025-07-13,29.85,retail
C01909,2025-07-13,26.2,retail
C02169,2025-07-13,43.17,retail
C02453,2025-07-13,43.53,retail
C02798,2025-07-13,26.73,retail
C02940,2025-07-13,45.13,retail
C03152,2025-07-13,43.05,retail
C03266,2025-07-13,30.14,retail
C03271,2025-07-13,53.1,retail
C03300,2025-07-13,25.2,retail
C03791,2025-07-13,20.03,retail
W014,2025-07-13,324.08,wholesale
W017,2025-07-13,158.09,wholesale
W027,2025-07-13,338.93,wholesale
C00512,2025-07-14,27.48,retail
C00681,2025-07-14,17.05,retail
C00900,2025-07-14,35.79,retail
C01013,2025-07-14,30.82,retail
C01075,2025-07-14,18.46,retail
C01087,2025-07-14,69.13,retail
C01194,2025-07-14,35.95,retail
C01396,2025-07-14,82.53,retail
C01420,2025-07-14,25.91,retail
C01441,2025-07-14,202.61,retail
C01781,2025-07-14,33.19,retail
C01906,2025-07-14,25.72,retail
C02857,2025-07-14,39.45,retail
C03563,2025-07-14,48.57,retail
C03655,2025-07-14,78.23,retail
C03943,2025-07-14,36.91,retail
C03955,2025-07-14,83.25,retail
W007,2025-07-14,149.24,wholesale
W012,2025-07-14,203.79,wholesale
W014,2025-07-14,393.68,wholesale
C00013,2025-07-15,37.92,retail
C00037,2025-07-15,19.84,retail
C00454,2025-07-15,67.91,retail
C00650,2025-07-15,60.66,retail
C00751,2025-07-15,22.13,retail
C00858,2025-07-15,30.58,retail
C00952,2025-07-15,32.5,retail
C01050,2025-07-15,35.45,retail
C01213,2025-07-15,38.61,retail
C01412,2025-07-15,78.11,retail
C01650,2025-07-15,13.49,retail
C01976,2025-07-15,80.9,retail
C02144,2025-07-15,29.73,retail
C02425,2025-07-15,24.7,retail
C02549,2025-07-15,35.81,retail
C02827,2025-07-15,11.78,retail
C03580,2025-07-15,45.11,retail
C03628,2025-07-15,22.3,retail
C03833,2025-07-15,42.49,retail
W017,2025-07-15,197.14,wholesale
W019,2025-07-15,160.55,wholesale
W022,2025-07-15,208.75,wholesale
W027,2025-07-15,163.48,wholesale
C00317,2025-07-16,41.45,retail
C00388,2025-07-16,55.19,retail
C01334,2025-07-16,42.76,retail
C01460,2025-07-16,32.19,retail
C01798,2025-07-16,28.6,retail
C01859,2025-07-16,66.77,retail
C01866,2025-07-16,47.69,retail
C02078,2025-07-16,29.01,retail
C02503,2025-07-16,43.1,retail
C03099,2025-07-16,25.11,retail
C03377,2025-07-16,47.15,retail
C03519,2025-07-16,23.95,retail
C03595,2025-07-16,50.94,retail
C03779,2025-07-16,18.5,retail
W000,2025-07-16,225.14,wholesale
W018,2025-07-16,257.94,wholesale
C00277,2025-07-17,26.76,retail
C00400,2025-07-17,95.66,retail
C00628,2025-07-17,25.57,retail
C00692,2025-07-17,17.29,retail
C00874,2025-07-17,44.02,retail
C01008,2025-07-17,16.89,retail
C01316,2025-07-17,28.49,retail
C01496,2025-07-17,21.08,retail
C01595,2025-07-17,27.92,retail
C01977,2025-07-17,59.62,retail
C02091,2025-07-17,22.28,retail
C02144,2025-07-17,28.95,retail
C02238,2025-07-17,61.24,retail
C02352,2025-07-17,21.36,retail
C02751,2025-07-17,51.33,retail
C02900,2025-07-17,16.97,retail
C02992,2025-07-17,47.17,retail
C03200,2025-07-17,50.39,retail
C03670,2025-07-17,37.28,retail
C03735,2025-07-17,15.96,retail
